Created as New Dataset,Sample 290 By YargerLab Date Sunday, August 18 2024
cm-1,A
2609.00,0.0001
2608.00,0.0001
2607.00,0.0001
2606.00,0.0001
2605.00,0.0001
2604.00,0.0000
2603.00,0.0000
2602.00,0.0000
2601.00,0.0000
2600.00,0.0000
2599.00,0.0000
2598.00,0.0000
2597.00,0.0000
2596.00,0.0000
2595.00,0.0000
2594.00,0.0000
2593.00,0.0000
2592.00,0.0000
2591.00,0.0000
2590.00,0.0000
2589.00,0.0000
2588.00,0.0000
2587.00,0.0000
2586.00,0.0000
2585.00,0.0000
2584.00,0.0000
2583.00,0.0000
2582.00,0.0000
2581.00,0.0000
2580.00,0.0000
2579.00,0.0000
2578.00,0.0001
2577.00,0.0001
2576.00,0.0001
2575.00,0.0001
2574.00,0.0001
2573.00,0.0001
2572.00,0.0001
2571.00,0.0001
2570.00,0.0001
2569.00,0.0001
2568.00,0.0000
2567.00,0.0000
2566.00,0.0000
2565.00,0.0000
2564.00,0.0000
2563.00,0.0000
2562.00,0.0000
2561.00,0.0000
2560.00,0.0001
2559.00,0.0001
2558.00,0.0001
2557.00,0.0001
2556.00,0.0001
2555.00,0.0000
2554.00,0.0000
2553.00,0.0001
2552.00,0.0001
2551.00,0.0001
2550.00,0.0001
2549.00,0.0001
2548.00,0.0000
2547.00,0.0000
2546.00,0.0000
2545.00,0.0000
2544.00,0.0000
2543.00,0.0000
2542.00,0.0000
2541.00,0.0000
2540.00,0.0000
2539.00,0.0000
2538.00,0.0000
2537.00,0.0000
2536.00,0.0000
2535.00,0.0000
2534.00,0.0000
2533.00,0.0000
2532.00,0.0000
2531.00,0.0000
2530.00,0.0001
2529.00,0.0001
2528.00,0.0001
2527.00,0.0001
2526.00,0.0001
2525.00,0.0001
2524.00,0.0001
2523.00,0.0001
2522.00,0.0001
2521.00,0.0001
2520.00,0.0001
2519.00,0.0001
2518.00,0.0000
2517.00,0.0000
2516.00,0.0000
2515.00,0.0000
2514.00,0.0001
2513.00,0.0001
2512.00,0.0001
2511.00,0.0001
2510.00,0.0001
2509.00,0.0001
2508.00,0.0001
2507.00,0.0001
2506.00,0.0001
2505.00,0.0001
2504.00,0.0000
2503.00,0.0000
2502.00,0.0000
2501.00,0.0001
2500.00,0.0001
2499.00,0.0000
2498.00,0.0000
2497.00,0.0000
2496.00,0.0000
2495.00,0.0000
2494.00,0.0000
2493.00,0.0000
2492.00,0.0000
2491.00,0.0000
2490.00,0.0000
2489.00,0.0000
2488.00,0.0000
2487.00,0.0000
2486.00,0.0000
2485.00,0.0000
2484.00,0.0000
2483.00,0.0000
2482.00,0.0000
2481.00,0.0000
2480.00,0.0000
2479.00,0.0000
2478.00,0.0000
2477.00,0.0000
2476.00,0.0000
2475.00,0.0001
2474.00,0.0001
2473.00,0.0000
2472.00,0.0000
2471.00,0.0000
2470.00,0.0000
2469.00,0.0000
2468.00,0.0000
2467.00,0.0001
2466.00,0.0001
2465.00,0.0001
2464.00,0.0001
2463.00,0.0001
2462.00,0.0000
2461.00,0.0000
2460.00,0.0000
2459.00,0.0000
2458.00,0.0000
2457.00,0.0000
2456.00,0.0000
2455.00,0.0001
2454.00,0.0001
2453.00,0.0001
2452.00,0.0001
2451.00,0.0001
2450.00,0.0001
2449.00,0.0001
2448.00,0.0001
2447.00,0.0001
2446.00,0.0001
2445.00,0.0001
2444.00,0.0000
2443.00,0.0000
2442.00,0.0000
2441.00,0.0000
2440.00,0.0000
2439.00,0.0000
2438.00,0.0000
2437.00,0.0001
2436.00,0.0001
2435.00,0.0001
2434.00,0.0000
2433.00,0.0000
2432.00,0.0000
2431.00,0.0000
2430.00,0.0000
2429.00,0.0000
2428.00,0.0000
2427.00,0.0000
2426.00,0.0000
2425.00,0.0000
2424.00,0.0000
2423.00,0.0001
2422.00,0.0001
2421.00,0.0001
2420.00,0.0000
2419.00,0.0000
2418.00,0.0000
2417.00,0.0000
2416.00,0.0001
2415.00,0.0001
2414.00,0.0001
2413.00,0.0001
2412.00,0.0001
2411.00,0.0001
2410.00,0.0001
2409.00,0.0001
2408.00,0.0001
2407.00,0.0001
2406.00,0.0001
2405.00,0.0001
2404.00,0.0000
2403.00,0.0000
2402.00,0.0000
2401.00,0.0000
2400.00,0.0000
2399.00,0.0000
2398.00,0.0000
2397.00,0.0000
2396.00,0.0000
2395.00,0.0000
2394.00,0.0000
2393.00,0.0000
2392.00,0.0000
2391.00,0.0000
2390.00,0.0001
2389.00,0.0000
2388.00,0.0000
2387.00,0.0000
2386.00,0.0000
2385.00,0.0000
2384.00,0.0000
2383.00,0.0000
2382.00,0.0000
2381.00,0.0000
2380.00,0.0000
2379.00,0.0000
2378.00,0.0001
2377.00,0.0001
2376.00,0.0001
2375.00,0.0001
2374.00,0.0001
2373.00,0.0001
2372.00,0.0000
2371.00,0.0000
2370.00,0.0000
2369.00,0.0000
2368.00,0.0001
2367.00,0.0001
2366.00,0.0001
2365.00,0.0000
2364.00,0.0000
2363.00,0.0000
2362.00,0.0000
2361.00,0.0001
2360.00,0.0001
2359.00,0.0001
2358.00,0.0000
2357.00,0.0000
2356.00,0.0000
2355.00,0.0000
2354.00,0.0000
2353.00,0.0000
2352.00,0.0000
2351.00,0.0000
2350.00,0.0000
2349.00,0.0001
2348.00,0.0001
2347.00,0.0001
2346.00,0.0000
2345.00,0.0000
2344.00,0.0001
2343.00,0.0001
2342.00,0.0001
2341.00,0.0001
2340.00,0.0001
2339.00,0.0001
2338.00,0.0000
2337.00,0.0000
2336.00,0.0000
2335.00,0.0001
2334.00,0.0001
2333.00,0.0001
2332.00,0.0001
2331.00,0.0001
2330.00,0.0001
2329.00,0.0001
2328.00,0.0001
2327.00,0.0001
2326.00,0.0001
2325.00,0.0001
2324.00,0.0001
2323.00,0.0001
2322.00,0.0001
2321.00,0.0000
2320.00,0.0000
2319.00,0.0000
2318.00,0.0000
2317.00,0.0000
2316.00,0.0001
2315.00,0.0001
2314.00,0.0001
2313.00,0.0001
2312.00,0.0001
2311.00,0.0001
2310.00,0.0001
2309.00,0.0001
2308.00,0.0001
2307.00,0.0001
2306.00,0.0001
2305.00,0.0001
2304.00,0.0001
2303.00,0.0001
2302.00,0.0001
2301.00,0.0001
2300.00,0.0001
2299.00,0.0001
2298.00,0.0001
2297.00,0.0001
2296.00,0.0001
2295.00,0.0001
2294.00,0.0001
2293.00,0.0001
2292.00,0.0001
2291.00,0.0000
2290.00,0.0000
2289.00,0.0000
2288.00,0.0000
2287.00,0.0000
2286.00,0.0000
2285.00,0.0000
2284.00,0.0000
2283.00,0.0001
2282.00,0.0001
2281.00,0.0001
2280.00,0.0000
2279.00,0.0000
2278.00,0.0000
2277.00,0.0000
2276.00,0.0000
2275.00,0.0001
2274.00,0.0001
2273.00,0.0001
2272.00,0.0001
2271.00,0.0000
2270.00,0.0000
2269.00,0.0000
2268.00,0.0000
2267.00,0.0000
2266.00,-0.0000
2265.00,-0.0000
2264.00,0.0000
2263.00,0.0000
2262.00,0.0001
2261.00,0.0001
2260.00,0.0001
2259.00,0.0001
2258.00,0.0001
2257.00,0.0001
2256.00,0.0001
2255.00,0.0001
2254.00,0.0001
2253.00,0.0001
2252.00,0.0001
2251.00,0.0000
2250.00,0.0000
2249.00,-0.0000
2248.00,-0.0000
2247.00,-0.0000
2246.00,-0.0000
2245.00,-0.0000
2244.00,0.0000
2243.00,0.0001
2242.00,0.0001
2241.00,0.0001
2240.00,0.0001
2239.00,0.0001
2238.00,0.0001
2237.00,0.0001
2236.00,0.0000
2235.00,0.0000
2234.00,0.0000
2233.00,0.0000
2232.00,-0.0000
2231.00,0.0000
2230.00,0.0000
2229.00,0.0000
2228.00,0.0001
2227.00,0.0000
2226.00,0.0000
2225.00,0.0000
2224.00,0.0000
2223.00,0.0000
2222.00,0.0000
2221.00,0.0000
2220.00,0.0000
2219.00,0.0001
2218.00,0.0001
2217.00,0.0001
2216.00,0.0001
2215.00,0.0001
2214.00,0.0002
2213.00,0.0002
2212.00,0.0001
2211.00,0.0001
2210.00,0.0001
2209.00,0.0001
2208.00,0.0001
2207.00,0.0001
2206.00,0.0001
2205.00,0.0001
2204.00,0.0001
2203.00,0.0001
2202.00,0.0001
2201.00,0.0001
2200.00,0.0001
2199.00,0.0001
2198.00,0.0001
2197.00,0.0001
2196.00,0.0001
2195.00,0.0001
2194.00,0.0000
2193.00,-0.0000
2192.00,-0.0001
2191.00,-0.0001
2190.00,-0.0001
2189.00,-0.0000
2188.00,-0.0000
2187.00,0.0000
2186.00,0.0001
2185.00,0.0001
2184.00,0.0001
2183.00,0.0001
2182.00,0.0001
2181.00,0.0001
2180.00,0.0001
2179.00,0.0000
2178.00,0.0000
2177.00,0.0000
2176.00,0.0000
2175.00,-0.0000
2174.00,0.0000
2173.00,0.0000
2172.00,0.0001
2171.00,0.0001
2170.00,0.0001
2169.00,0.0001
2168.00,0.0000
2167.00,-0.0000
2166.00,-0.0001
2165.00,-0.0001
2164.00,-0.0000
2163.00,0.0001
2162.00,0.0001
2161.00,0.0002
2160.00,0.0002
2159.00,0.0002
2158.00,0.0002
2157.00,0.0001
2156.00,0.0001
2155.00,0.0001
2154.00,0.0001
2153.00,0.0000
2152.00,0.0000
2151.00,0.0001
2150.00,0.0001
2149.00,0.0001
2148.00,0.0001
2147.00,0.0001
2146.00,0.0001
2145.00,0.0001
2144.00,0.0001
2143.00,0.0001
2142.00,0.0000
2141.00,0.0000
2140.00,0.0000
2139.00,0.0000
2138.00,0.0000
2137.00,0.0000
2136.00,0.0000
2135.00,0.0000
2134.00,0.0000
2133.00,0.0000
2132.00,0.0000
2131.00,0.0000
2130.00,0.0000
2129.00,0.0000
2128.00,0.0001
2127.00,0.0001
2126.00,0.0001
2125.00,0.0000
2124.00,0.0000
2123.00,0.0000
2122.00,0.0000
2121.00,0.0000
2120.00,0.0000
2119.00,0.0000
2118.00,0.0000
2117.00,0.0000
2116.00,0.0000
2115.00,-0.0000
2114.00,-0.0000
2113.00,-0.0000
2112.00,0.0000
2111.00,0.0000
2110.00,0.0001
2109.00,0.0001
2108.00,0.0001
2107.00,0.0000
2106.00,0.0000
2105.00,-0.0000
2104.00,-0.0000
2103.00,-0.0000
2102.00,-0.0000
2101.00,-0.0000
2100.00,-0.0000
2099.00,0.0000
2098.00,0.0000
2097.00,0.0001
2096.00,0.0001
2095.00,0.0001
2094.00,0.0001
2093.00,0.0001
2092.00,0.0001
2091.00,0.0001
2090.00,0.0000
2089.00,0.0000
2088.00,-0.0000
2087.00,-0.0000
2086.00,-0.0000
2085.00,-0.0000
2084.00,-0.0000
2083.00,-0.0000
2082.00,0.0000
2081.00,0.0001
2080.00,0.0001
2079.00,0.0001
2078.00,0.0000
2077.00,-0.0000
2076.00,-0.0000
2075.00,-0.0000
2074.00,-0.0000
2073.00,-0.0000
2072.00,-0.0000
2071.00,-0.0000
2070.00,-0.0001
2069.00,-0.0001
2068.00,-0.0001
2067.00,-0.0001
2066.00,-0.0001
2065.00,-0.0000
2064.00,0.0000
2063.00,0.0001
2062.00,0.0001
2061.00,0.0001
2060.00,0.0001
2059.00,0.0001
2058.00,0.0002
2057.00,0.0002
2056.00,0.0001
2055.00,0.0001
2054.00,0.0000
2053.00,-0.0000
2052.00,-0.0000
2051.00,0.0000
2050.00,0.0000
2049.00,0.0000
2048.00,0.0000
2047.00,-0.0000
2046.00,-0.0000
2045.00,-0.0000
2044.00,-0.0000
2043.00,-0.0000
2042.00,0.0000
2041.00,0.0001
2040.00,0.0001
2039.00,0.0002
2038.00,0.0002
2037.00,0.0003
2036.00,0.0002
2035.00,0.0002
2034.00,0.0002
2033.00,0.0002
2032.00,0.0002
2031.00,0.0001
2030.00,0.0000
2029.00,-0.0000
2028.00,-0.0000
2027.00,0.0000
2026.00,0.0001
2025.00,0.0001
2024.00,0.0001
2023.00,0.0001
2022.00,0.0001
2021.00,0.0001
2020.00,0.0001
2019.00,0.0001
2018.00,0.0001
2017.00,0.0001
2016.00,0.0000
2015.00,-0.0000
2014.00,0.0000
2013.00,0.0000
2012.00,0.0001
2011.00,0.0002
2010.00,0.0002
2009.00,0.0003
2008.00,0.0002
2007.00,0.0002
2006.00,0.0002
2005.00,0.0002
2004.00,0.0001
2003.00,0.0001
2002.00,0.0000
2001.00,0.0000
2000.00,-0.0000
1999.00,-0.0000
1998.00,-0.0001
1997.00,-0.0001
1996.00,-0.0001
1995.00,-0.0001
1994.00,-0.0001
1993.00,-0.0001
1992.00,-0.0001
1991.00,-0.0001
1990.00,-0.0001
1989.00,-0.0000
1988.00,0.0000
1987.00,0.0000
1986.00,0.0000
1985.00,0.0000
1984.00,0.0001
1983.00,0.0001
1982.00,0.0002
1981.00,0.0002
1980.00,0.0002
1979.00,0.0001
1978.00,0.0000
1977.00,0.0000
1976.00,0.0000
1975.00,0.0001
1974.00,0.0001
1973.00,0.0001
1972.00,0.0001
1971.00,0.0001
1970.00,0.0002
1969.00,0.0002
1968.00,0.0002
1967.00,0.0002
1966.00,0.0001
1965.00,0.0000
1964.00,-0.0000
1963.00,-0.0000
1962.00,0.0000
1961.00,0.0000
1960.00,0.0001
1959.00,0.0001
1958.00,0.0002
1957.00,0.0002
1956.00,0.0001
1955.00,0.0001
1954.00,0.0000
1953.00,-0.0000
1952.00,-0.0000
1951.00,-0.0000
1950.00,0.0000
1949.00,0.0000
1948.00,0.0000
1947.00,-0.0000
1946.00,-0.0000
1945.00,-0.0001
1944.00,-0.0000
1943.00,-0.0000
1942.00,0.0000
1941.00,0.0000
1940.00,0.0000
1939.00,0.0000
1938.00,0.0000
1937.00,-0.0000
1936.00,-0.0000
1935.00,-0.0000
1934.00,0.0000
1933.00,0.0000
1932.00,0.0000
1931.00,0.0000
1930.00,-0.0000
1929.00,-0.0000
1928.00,0.0000
1927.00,0.0000
1926.00,0.0000
1925.00,0.0000
1924.00,0.0000
1923.00,0.0000
1922.00,0.0000
1921.00,0.0000
1920.00,0.0001
1919.00,0.0001
1918.00,0.0001
1917.00,0.0000
1916.00,0.0000
1915.00,0.0000
1914.00,0.0000
1913.00,0.0000
1912.00,0.0000
1911.00,0.0000
1910.00,0.0001
1909.00,0.0000
1908.00,0.0000
1907.00,0.0000
1906.00,0.0000
1905.00,0.0001
1904.00,0.0001
1903.00,0.0001
1902.00,0.0001
1901.00,0.0001
1900.00,0.0001
1899.00,0.0000
1898.00,0.0000
1897.00,0.0000
1896.00,0.0000
1895.00,0.0000
1894.00,0.0000
1893.00,0.0000
1892.00,0.0000
1891.00,0.0000
1890.00,0.0000
1889.00,0.0000
1888.00,0.0000
1887.00,0.0000
1886.00,0.0000
1885.00,0.0000
1884.00,0.0000
1883.00,0.0000
1882.00,-0.0000
1881.00,-0.0000
1880.00,-0.0000
1879.00,-0.0000
1878.00,-0.0000
1877.00,0.0000
1876.00,0.0000
1875.00,0.0000
1874.00,0.0000
1873.00,0.0000
1872.00,0.0000
1871.00,0.0000
1870.00,0.0000
1869.00,0.0000
1868.00,0.0001
1867.00,0.0001
1866.00,0.0001
1865.00,0.0001
1864.00,0.0000
1863.00,0.0000
1862.00,0.0000
1861.00,0.0001
1860.00,0.0001
1859.00,0.0001
1858.00,0.0001
1857.00,0.0001
1856.00,0.0001
1855.00,0.0001
1854.00,0.0000
1853.00,0.0000
1852.00,0.0000
1851.00,0.0000
1850.00,0.0000
1849.00,0.0001
1848.00,0.0001
1847.00,0.0000
1846.00,0.0000
1845.00,-0.0000
1844.00,-0.0000
1843.00,0.0000
1842.00,0.0000
1841.00,0.0000
1840.00,0.0000
1839.00,0.0000
1838.00,0.0000
1837.00,0.0000
1836.00,0.0000
1835.00,0.0000
1834.00,0.0001
1833.00,0.0001
1832.00,0.0001
1831.00,0.0001
1830.00,0.0001
1829.00,0.0000
1828.00,0.0000
1827.00,0.0000
1826.00,0.0000
1825.00,0.0000
1824.00,0.0001
1823.00,0.0001
1822.00,0.0000
1821.00,0.0000
1820.00,0.0000
1819.00,-0.0000
1818.00,-0.0000
1817.00,-0.0000
1816.00,0.0000
1815.00,0.0000
1814.00,0.0000
1813.00,0.0000
1812.00,0.0000
1811.00,0.0000
1810.00,0.0000
1809.00,0.0000
1808.00,0.0000
1807.00,0.0000
1806.00,0.0000
1805.00,0.0001
1804.00,0.0001
1803.00,0.0000
1802.00,0.0000
1801.00,0.0000
1800.00,0.0000
1799.00,0.0001
1798.00,0.0001
1797.00,0.0001
1796.00,0.0001
1795.00,0.0001
1794.00,0.0001
1793.00,0.0001
1792.00,0.0001
1791.00,0.0001
1790.00,0.0001
1789.00,0.0001
1788.00,0.0000
1787.00,0.0000
1786.00,0.0000
1785.00,0.0000
1784.00,0.0000
1783.00,0.0001
1782.00,0.0001
1781.00,0.0001
1780.00,0.0001
1779.00,0.0001
1778.00,0.0001
1777.00,0.0001
1776.00,0.0001
1775.00,0.0001
1774.00,0.0001
1773.00,0.0001
1772.00,0.0001
1771.00,0.0001
1770.00,0.0001
1769.00,0.0001
1768.00,0.0001
1767.00,0.0001
1766.00,0.0001
1765.00,0.0001
1764.00,0.0000
1763.00,0.0000
1762.00,0.0000
1761.00,0.0000
1760.00,0.0001
1759.00,0.0001
1758.00,0.0001
1757.00,0.0001
1756.00,0.0001
1755.00,0.0001
1754.00,0.0001
1753.00,0.0001
1752.00,0.0001
1751.00,0.0001
1750.00,0.0001
1749.00,0.0001
1748.00,0.0001
1747.00,0.0001
1746.00,0.0000
1745.00,0.0000
1744.00,0.0000
1743.00,0.0000
1742.00,0.0000
1741.00,0.0000
1740.00,0.0001
1739.00,0.0001
1738.00,0.0001
1737.00,0.0001
1736.00,0.0001
1735.00,0.0001
1734.00,0.0001
1733.00,0.0001
1732.00,0.0001
1731.00,0.0000
1730.00,0.0000
1729.00,0.0001
1728.00,0.0000
1727.00,0.0000
1726.00,0.0000
1725.00,0.0000
1724.00,0.0000
1723.00,0.0001
1722.00,0.0001
1721.00,0.0001
1720.00,0.0001
1719.00,0.0001
1718.00,0.0001
1717.00,0.0001
1716.00,0.0001
1715.00,0.0001
1714.00,0.0001
1713.00,0.0001
1712.00,0.0001
1711.00,0.0001
1710.00,0.0001
1709.00,0.0001
1708.00,0.0001
1707.00,0.0001
1706.00,0.0001
1705.00,0.0001
1704.00,0.0001
1703.00,0.0001
1702.00,0.0001
1701.00,0.0001
1700.00,0.0001
1699.00,0.0001
1698.00,0.0001
1697.00,0.0001
1696.00,0.0000
1695.00,0.0000
1694.00,0.0000
1693.00,0.0000
1692.00,0.0001
1691.00,0.0001
1690.00,0.0001
1689.00,0.0001
1688.00,0.0001
1687.00,0.0001
1686.00,0.0001
1685.00,0.0001
1684.00,0.0001
1683.00,0.0001
1682.00,0.0001
1681.00,0.0001
1680.00,0.0001
1679.00,0.0000
1678.00,0.0000
1677.00,0.0000
1676.00,0.0000
1675.00,0.0000
1674.00,0.0001
1673.00,0.0001
1672.00,0.0001
1671.00,0.0001
1670.00,0.0001
1669.00,0.0000
1668.00,0.0000
1667.00,0.0001
1666.00,0.0001
1665.00,0.0001
1664.00,0.0001
1663.00,0.0001
1662.00,0.0001
1661.00,0.0001
1660.00,0.0001
1659.00,0.0001
1658.00,0.0001
1657.00,0.0001
1656.00,0.0001
1655.00,0.0001
1654.00,0.0001
1653.00,0.0001
1652.00,0.0001
1651.00,0.0001
1650.00,0.0000
1649.00,0.0001
1648.00,0.0001
1647.00,0.0001
1646.00,0.0001
1645.00,0.0001
1644.00,0.0001
1643.00,0.0001
1642.00,0.0001
1641.00,0.0001
1640.00,0.0001
1639.00,0.0001
1638.00,0.0001
1637.00,0.0001
1636.00,0.0001
1635.00,0.0001
1634.00,0.0001
1633.00,0.0001
1632.00,0.0001
1631.00,0.0001
1630.00,0.0001
1629.00,0.0001
1628.00,0.0001
1627.00,0.0001
1626.00,0.0001
1625.00,0.0001
1624.00,0.0000
1623.00,0.0001
1622.00,0.0001
1621.00,0.0001
1620.00,0.0001
1619.00,0.0001
1618.00,0.0001
1617.00,0.0001
1616.00,0.0001
1615.00,0.0001
1614.00,0.0001
1613.00,0.0000
1612.00,0.0000
1611.00,0.0000
1610.00,0.0000
1609.00,0.0000
1608.00,0.0000
1607.00,0.0000
1606.00,0.0000
1605.00,0.0000
1604.00,0.0000
1603.00,0.0000
1602.00,0.0000
1601.00,0.0000
1600.00,0.0000
1599.00,0.0000
1598.00,0.0000
1597.00,0.0000
1596.00,0.0001
1595.00,0.0001
1594.00,0.0001
1593.00,0.0001
1592.00,0.0001
1591.00,0.0001
1590.00,0.0001
1589.00,0.0001
1588.00,0.0001
1587.00,0.0000
1586.00,0.0000
1585.00,0.0000
1584.00,0.0000
1583.00,0.0000
1582.00,0.0000
1581.00,0.0001
1580.00,0.0001
1579.00,0.0001
1578.00,0.0001
1577.00,0.0001
1576.00,0.0001
1575.00,0.0001
1574.00,0.0001
1573.00,0.0001
1572.00,0.0000
1571.00,0.0000
1570.00,0.0000
1569.00,0.0000
1568.00,0.0000
1567.00,0.0000
1566.00,0.0000
1565.00,0.0000
1564.00,0.0000
1563.00,0.0000
1562.00,0.0000
1561.00,0.0000
1560.00,0.0000
1559.00,0.0000
1558.00,0.0001
1557.00,0.0001
1556.00,0.0001
1555.00,0.0001
1554.00,0.0001
1553.00,0.0001
1552.00,0.0001
1551.00,0.0001
1550.00,0.0001
1549.00,0.0001
1548.00,0.0001
1547.00,0.0001
1546.00,0.0001
1545.00,0.0001
1544.00,0.0000
1543.00,0.0001
1542.00,0.0001
1541.00,0.0001
1540.00,0.0001
1539.00,0.0001
1538.00,0.0001
1537.00,0.0001
1536.00,0.0001
1535.00,0.0001
1534.00,0.0001
1533.00,0.0001
1532.00,0.0001
1531.00,0.0001
1530.00,0.0000
1529.00,0.0000
1528.00,0.0000
1527.00,0.0001
1526.00,0.0001
1525.00,0.0001
1524.00,0.0001
1523.00,0.0001
1522.00,0.0001
1521.00,0.0001
1520.00,0.0001
1519.00,0.0001
1518.00,0.0001
1517.00,0.0000
1516.00,0.0001
1515.00,0.0001
1514.00,0.0001
1513.00,0.0001
1512.00,0.0001
1511.00,0.0001
1510.00,0.0001
1509.00,0.0001
1508.00,0.0001
1507.00,0.0001
1506.00,0.0001
1505.00,0.0001
1504.00,0.0001
1503.00,0.0001
1502.00,0.0001
1501.00,0.0000
1500.00,0.0000
1499.00,0.0001
1498.00,0.0001
1497.00,0.0001
1496.00,0.0001
1495.00,0.0001
1494.00,0.0001
1493.00,0.0001
1492.00,0.0000
1491.00,0.0000
1490.00,0.0000
1489.00,0.0001
1488.00,0.0001
1487.00,0.0001
1486.00,0.0001
1485.00,0.0001
1484.00,0.0001
1483.00,0.0001
1482.00,0.0001
1481.00,0.0000
1480.00,0.0000
1479.00,0.0000
1478.00,0.0000
1477.00,0.0001
1476.00,0.0001
1475.00,0.0001
1474.00,0.0001
1473.00,0.0001
1472.00,0.0000
1471.00,0.0000
1470.00,0.0000
1469.00,0.0000
1468.00,0.0000
1467.00,0.0001
1466.00,0.0001
1465.00,0.0001
1464.00,0.0001
1463.00,0.0001
1462.00,0.0001
1461.00,0.0001
1460.00,0.0001
1459.00,0.0001
1458.00,0.0001
1457.00,0.0000
1456.00,0.0000
1455.00,0.0000
1454.00,0.0000
1453.00,0.0000
1452.00,0.0000
1451.00,0.0000
1450.00,0.0000
1449.00,0.0000
1448.00,0.0000
1447.00,0.0000
1446.00,0.0000
1445.00,0.0000
1444.00,0.0000
1443.00,0.0000
1442.00,0.0000
1441.00,0.0000
1440.00,0.0000
1439.00,0.0000
1438.00,0.0000
1437.00,0.0000
1436.00,0.0000
1435.00,0.0001
1434.00,0.0001
1433.00,0.0001
1432.00,0.0000
1431.00,0.0000
1430.00,0.0000
1429.00,0.0000
1428.00,0.0000
1427.00,0.0000
1426.00,0.0000
1425.00,0.0001
1424.00,0.0001
1423.00,0.0001
1422.00,0.0000
1421.00,0.0000
1420.00,0.0001
1419.00,0.0001
1418.00,0.0001
1417.00,0.0001
1416.00,0.0000
1415.00,0.0000
1414.00,0.0000
1413.00,0.0000
1412.00,0.0001
1411.00,0.0001
1410.00,0.0001
1409.00,0.0001
1408.00,0.0000
1407.00,0.0000
1406.00,0.0000
1405.00,0.0000
1404.00,0.0000
1403.00,0.0000
1402.00,0.0000
1401.00,0.0000
1400.00,0.0000
1399.00,0.0000
1398.00,0.0000
1397.00,0.0000
1396.00,0.0000
1395.00,0.0000
1394.00,0.0000
1393.00,0.0000
1392.00,0.0000
1391.00,0.0000
1390.00,0.0000
1389.00,0.0000
1388.00,0.0001
1387.00,0.0001
1386.00,0.0000
1385.00,0.0000
1384.00,0.0000
1383.00,0.0000
1382.00,0.0000
1381.00,0.0000
1380.00,0.0000
1379.00,0.0000
1378.00,0.0000
1377.00,0.0000
1376.00,0.0000
1375.00,0.0000
1374.00,0.0000
1373.00,0.0000
1372.00,0.0000
1371.00,0.0000
1370.00,0.0000
1369.00,0.0000
1368.00,0.0000
1367.00,0.0000
1366.00,0.0000
1365.00,0.0000
1364.00,0.0000
1363.00,0.0000
1362.00,0.0000
1361.00,0.0000
1360.00,0.0000
1359.00,0.0000
1358.00,0.0000
1357.00,0.0000
1356.00,0.0001
1355.00,0.0001
1354.00,0.0001
1353.00,0.0001
1352.00,0.0001
1351.00,0.0000
1350.00,0.0000
1349.00,0.0000
1348.00,0.0000
1347.00,0.0000
1346.00,0.0000
1345.00,0.0000
1344.00,0.0000
1343.00,0.0000
1342.00,0.0000
1341.00,0.0000
1340.00,0.0000
1339.00,0.0000
1338.00,0.0000
1337.00,0.0000
1336.00,0.0000
1335.00,0.0000
1334.00,0.0000
1333.00,0.0000
1332.00,0.0000
1331.00,0.0000
1330.00,0.0000
1329.00,0.0000
1328.00,0.0000
1327.00,0.0000
1326.00,0.0000
1325.00,0.0000
1324.00,0.0000
1323.00,0.0000
1322.00,0.0000
1321.00,0.0000
1320.00,0.0000
1319.00,0.0000
1318.00,0.0000
1317.00,0.0000
1316.00,0.0000
1315.00,0.0000
1314.00,0.0000
1313.00,0.0000
1312.00,0.0000
1311.00,0.0000
1310.00,0.0000
1309.00,0.0000
1308.00,0.0000
1307.00,0.0000
1306.00,0.0000
1305.00,0.0001
1304.00,0.0001
1303.00,0.0001
1302.00,0.0001
1301.00,0.0000
1300.00,0.0000
1299.00,0.0000
1298.00,0.0000
1297.00,0.0000
1296.00,0.0000
1295.00,0.0000
1294.00,0.0000
1293.00,0.0000
1292.00,0.0000
1291.00,0.0000
1290.00,0.0000
1289.00,0.0000
1288.00,0.0000
1287.00,0.0000
1286.00,0.0000
1285.00,0.0000
1284.00,0.0000
1283.00,0.0000
1282.00,0.0000
1281.00,0.0000
1280.00,0.0000
1279.00,0.0000
1278.00,0.0000
1277.00,0.0000
1276.00,0.0000
1275.00,0.0000
1274.00,0.0000
1273.00,0.0000
1272.00,0.0000
1271.00,0.0000
1270.00,0.0000
1269.00,0.0000
1268.00,0.0000
1267.00,0.0000
1266.00,0.0000
1265.00,0.0000
1264.00,0.0000
1263.00,0.0000
1262.00,0.0000
1261.00,0.0000
1260.00,0.0000
1259.00,0.0000
1258.00,0.0000
1257.00,0.0000
1256.00,0.0000
1255.00,0.0000
1254.00,0.0000
1253.00,0.0000
1252.00,0.0000
1251.00,0.0000
1250.00,0.0000
1249.00,0.0000
1248.00,0.0000
1247.00,0.0000
1246.00,0.0000
1245.00,0.0000
1244.00,0.0000
1243.00,0.0000
1242.00,0.0000
1241.00,0.0000
1240.00,0.0000
1239.00,0.0000
1238.00,0.0000
1237.00,0.0000
1236.00,0.0000
1235.00,0.0000
1234.00,0.0000
1233.00,0.0000
1232.00,0.0000
1231.00,0.0000
1230.00,0.0000
1229.00,0.0001
1228.00,0.0001
1227.00,0.0001
1226.00,0.0001
1225.00,0.0000
1224.00,0.0000
